n_rooms,n_toilets,area,x,y,distance_UBND,district,polistic,furniture,house_direct,balcony_direct,n_hospitals,n_schools,price
3,2,113.56,21.00029182,105.8160095,4.41,Thanh Xuan,so do,cao cap,Tay - Bac,Dong - Nam,4,16,62.52201479
2,1,45,20.97776985,105.836113,7.23,Hoang Mai,so do,cao cap,Bac,Nam,1,6,41
2,1,55.5,21.05119324,105.7936401,1.38,Bac Tu Liem,so do,day du,Dong,Tay,1,2,45.94594595
3,2,94,21.02681732,105.7876663,2.34,Cau Giay,so do,cao cap,Dong - Nam,Tay - Bac,0,4,57.44680851
3,2,86,21.03512001,105.7674332,3.81,Nam Tu Liem,so do,day du,Dong - Nam,Tay - Bac,0,5,40
3,2,93,21.01188278,105.7864456,3.6,Nam Tu Liem,hdmb,day du,Tay - Bac,Dong - Nam,2,8,49.46236559
2,1,54,20.9941825,105.8172158,5.03,Thanh Xuan,so do,day du,Dong - Nam,Dong - Bac,2,15,22.22222222
3,2,101,20.99964523,105.7993851,4.36,Thanh Xuan,so do,day du,Dong - Nam,Tay - Bac,5,15,29.7029703
3,2,78.2,20.97396851,105.8216934,7.1,Hoang Mai,so do,day du,Dong - Bac,Dong - Nam,0,3,49.87212276
2,2,66,21.03314972,105.7321854,7.32,Hoai Duc,so do,day du,Tay - Bac,Dong - Nam,1,0,50
3,2,105,21.09144402,105.7847214,5.25,Bac Tu Liem,so do,day du,Bac,Nam,1,4,63.80952381
1,1,49.5,21.00174141,105.9421463,14.35,Gia Lam,so do,cao cap,Dong - Nam,Tay - Bac,0,3,36.26262626
2,2,70.8,20.95890427,105.8381805,9.04,Hoang Mai,so do,day du,Dong - Bac,Tay - Bac,2,5,32.48587571
3,2,95.2,21.02681732,105.7876663,2.34,Cau Giay,so do,day du,Dong - Nam,Tay - Bac,0,4,57.27941176
2,2,70,21.03314972,105.7321854,7.32,Hoai Duc,so do,day du,Dong - Nam,Dong - Nam,1,0,42.85714286
3,3,137,21.02041626,105.8072433,2.26,Dong Da,so do,cao cap,Tay - Nam,Tay - Nam,3,17,86.86131387
2,2,70,20.99357986,105.7982101,4.98,Thanh Xuan,so do,day du,Tay - Bac,Dong - Nam,5,12,35
1,1,27,20.99895859,105.7880325,4.7,Nam Tu Liem,hdmb,day du,Tay - Bac,Dong - Nam,3,6,42.59259259
3,2,107,21.0555439,105.80513,1.26,Tay Ho,so do,day du,Bac,Nam,2,2,57.00934579
3,2,75.5,21.06687164,105.9036255,10.18,Long Bien,hdmb,day du,Dong - Bac,Tay - Nam,2,6,34.56953642
3,3,125,21.0288105,105.8235626,2.36,Ba Dinh,so do,cao cap,Tay - Bac,Dong - Nam,1,11,66.4
3,2,100,20.99964523,105.7993851,4.36,Thanh Xuan,so do,day du,Tay - Bac,Dong - Nam,5,15,30
3,2,126,20.993824,105.80698,4.92,Thanh Xuan,so do,cao cap,Tay - Nam,Dong - Nam,5,14,39
1,1,59.4,20.9265482,105.849587,12.47,Thanh Tri,so do,co ban,Dong,Tay,1,7,16
2,2,69,20.97396851,105.8216934,7.1,Hoang Mai,so do,day du,Tay - Bac,Dong - Nam,0,3,30.42028986
3,2,101,20.99477196,105.8061295,4.82,Thanh Xuan,so do,day du,Tay - Bac,Dong - Nam,5,14,52.47524752
3,2,123,21.07778629,105.7923004,3.7,Bac Tu Liem,so do,co ban,Tay - Bac,Dong - Nam,1,3,38.21138211
3,2,98,20.97602463,105.7615967,7.96,Ha Dong,so do,day du,Dong - Nam,Tay - Nam,1,2,24.43877551
2,2,82,20.99727631,105.8029861,4.57,Thanh Xuan,so do,day du,Tay - Bac,Dong - Nam,5,14,40.85365854
4,3,197,21.03505135,105.7949753,1.25,Cau Giay,chua so,co ban,Tay - Bac,Dong - Nam,1,4,50
2,2,61,21.03512001,105.7674332,3.81,Nam Tu Liem,so do,day du,Tay - Bac,Dong - Nam,0,5,37.70491803
2,2,69.4,20.98434067,105.7768097,6.49,Nam Tu Liem,so do,day du,Tay - Nam,Dong - Bac,3,3,42.93948127
1,1,30,21.0024147,105.9641113,16.45,Gia Lam,so do,co ban,Dong - Nam,Dong - Nam,0,0,35
2,2,66.8,21.0599324,105.7833589,2.73,Bac Tu Liem,so do,cao cap,Dong - Bac,Tay - Nam,1,2,41.91616766
2,2,70,20.97321701,105.7788544,7.43,Ha Dong,so do,day du,Tay - Bac,Dong - Nam,4,5,34.28571429
3,2,90,20.97434616,105.7541656,8.52,Ha Dong,so do,day du,Tay - Bac,Dong - Nam,0,2,33.33333333
1,1,55,21.0294262,105.763559,4.33,Nam Tu Liem,hdmb,day du,Tay - Bac,Tay - Bac,0,4,16
2,1,46,21.06340631,105.8065756,2.06,Tay Ho,so do,day du,Tay,Bac,1,4,13.04347826
2,2,78,20.98434067,105.7768097,6.49,Nam Tu Liem,so do,day du,Tay - Bac,Dong - Nam,3,3,40.38461538
2,1,59,21.008366,105.80291,3.46,Cau Giay,so do,day du,Tay - Bac,Dong - Nam,3,17,33.89830508
2,2,65,20.96255493,105.7652512,8.95,Ha Dong,hdmb,day du,Tay - Bac,Dong - Nam,2,1,24.61538462
2,2,65,20.96728516,105.7781754,8.02,Ha Dong,hdmb,day du,Tay - Bac,Dong - Bac,3,5,32.30769231
2,2,68,21.02097893,105.7910614,2.58,Cau Giay,so do,day du,Dong - Nam,Tay - Bac,2,7,50
3,2,109,21.04044151,105.7807159,2.41,Cau Giay,so do,cao cap,Nam,Dong,1,5,56
2,2,86,21.01193619,105.7749939,4.29,Nam Tu Liem,so do,day du,Tay,Dong,0,1,36.74418605
4,3,143,21.0201683,105.7807541,3.3,Nam Tu Liem,so do,day du,Dong - Nam,Tay - Nam,0,4,95.1048951
2,2,97,20.97332001,105.7782822,7.45,Ha Dong,so do,day du,Tay - Nam,Dong - Bac,4,5,35.05154639
2,2,73,20.95850182,105.8263474,8.72,Hoang Mai,so do,co ban,Tay - Bac,Dong - Bac,1,4,30.1369863
2,2,75,20.97434616,105.7541656,8.52,Ha Dong,so do,day du,Tay - Bac,Dong - Nam,0,2,36
3,2,98,20.97332001,105.7782822,7.45,Ha Dong,so do,day du,Tay - Bac,Tay - Nam,4,5,40.81632653
2,1,40,20.9979689,105.8445282,6.01,Hai Ba Trung,so do,co ban,Dong,Dong,3,6,36.25
3,2,127,20.97843933,105.772644,7.2,Ha Dong,so do,day du,Tay - Nam,Dong - Bac,2,4,25.98425197
2,2,62,20.97332001,105.7782822,7.45,Ha Dong,so do,day du,Tay - Bac,Dong - Nam,4,5,40.32258065
2,2,70,20.973217,105.778854,7.43,Ha Dong,so do,day du,Tay - Bac,Dong - Nam,4,5,34.28571429
2,2,88,21.00938606,105.7738724,4.56,Nam Tu Liem,so do,day du,Dong,Dong - Bac,0,1,51.13636364
2,2,90,20.99479103,105.8678436,7.94,Hai Ba Trung,so do,day du,Bac,Nam,0,5,46.66666667
2,1,62,21.03512001,105.7674332,3.81,Nam Tu Liem,so do,day du,Tay - Bac,Dong - Nam,0,5,45.96774194
2,2,75,21.08827972,105.8004074,4.56,Tay Ho,so do,day du,Dong - Nam,Tay - Bac,0,1,34.66666667
3,2,107,20.97366714,105.7587128,8.31,Ha Dong,so do,day du,Tay - Bac,Dong - Nam,1,2,27.10280374
2,2,74,21.03656769,105.7604828,4.47,Nam Tu Liem,so do,day du,Dong - Bac,Tay - Nam,1,6,33.78378378
3,2,109,21.04015923,105.7613144,4.35,Nam Tu Liem,so do,cao cap,Tay - Bac,Dong - Nam,1,6,42.5
3,2,118,21.01193619,105.7749939,4.29,Nam Tu Liem,so do,cao cap,Tay - Bac,Nam,0,1,28
3,2,110,21.04016,105.761314,4.35,Nam Tu Liem,so do,cao cap,Tay - Nam,Dong - Bac,1,6,46
2,1,70,21.01682663,105.8152237,2.81,Dong Da,so do,day du,Tay - Nam,Dong - Bac,4,25,75
3,2,128,20.97366714,105.7587128,8.31,Ha Dong,so do,co ban,Nam,Bac,1,2,23.4375
3,2,112,20.973667,105.75871,8.31,Ha Dong,so do,day du,Tay - Bac,Dong - Nam,1,2,27.67857143
1,1,45,21.0267424,105.8338142,3.33,Dong Da,so do,day du,Tay - Bac,Tay - Bac,2,10,38.88888889
2,2,68,21.044233,105.76732,3.74,Bac Tu Liem,so do,day du,Tay - Bac,Dong - Nam,0,6,44.11764706
2,2,77,20.99477196,105.8061295,4.82,Thanh Xuan,so do,day du,Tay - Bac,Dong - Nam,5,14,42.85714286
2,1,50,21.0018407,105.859707,6.86,Hai Ba Trung,so do,day du,Bac,Bac,0,7,27.8
3,2,103.03,21.00522614,105.8050613,3.77,Thanh Xuan,so do,cao cap,Tay - Nam,Dong - Bac,4,20,70.67844317
3,2,105.8,20.93810272,105.8522491,11.51,Thanh Tri,so do,co ban,Tay - Bac,Dong - Nam,2,9,32.60869565
2,1,60,21.0071949,105.8211188,3.93,Dong Da,so do,day du,Tay - Nam,Dong - Bac,4,18,31.5
3,3,136,20.97366714,105.7587128,8.31,Ha Dong,so do,day du,Tay - Bac,Dong - Nam,1,2,24.63235294
2,1,59,21.0104478,105.8184384,3.53,Dong Da,so do,day du,Tay - Nam,Dong - Bac,3,22,31.86440678
2,2,81,20.9952507,105.7844086,5.18,Nam Tu Liem,so do,day du,Tay - Bac,Dong - Nam,1,3,29.62962963
2,2,77,21.08234978,105.8717575,7.78,Dong Anh,so do,co ban,Tay - Bac,Dong - Nam,0,1,22.07792208
1,1,50,21.0024147,105.9641113,16.45,Gia Lam,chua so,day du,Tay - Nam,Tay - Nam,0,0,35
3,2,83,21.08234978,105.8717575,7.78,Dong Anh,so do,day du,Tay - Bac,Dong - Nam,0,1,25.30120482
2,2,78,21.04423332,105.7673187,3.74,Bac Tu Liem,so do,day du,Dong - Nam,Tay - Bac,0,6,30.12820513
3,2,80,21.0307312,105.7613297,4.51,Nam Tu Liem,so do,day du,Dong - Nam,Tay - Bac,1,4,37.5
2,2,84,20.97366714,105.7587128,8.31,Ha Dong,so do,day du,Tay - Bac,Dong - Nam,1,2,30.35714286
2,1,52,21.0193276,105.8355011,3.88,Dong Da,so do,day du,Tay - Nam,Bac,1,5,19.03846154
2,2,78,21.04423332,105.7673187,3.74,Bac Tu Liem,so do,day du,Dong - Nam,Dong - Nam,0,6,26.28205128
2,2,73,20.95850182,105.8263474,8.72,Hoang Mai,so do,cao cap,Tay - Nam,Dong - Bac,1,4,30.1369863
3,2,100,21.04423332,105.7673187,3.74,Bac Tu Liem,so do,day du,Tay - Bac,Dong - Nam,0,6,34
3,2,100,20.98434067,105.7768097,6.49,Nam Tu Liem,so do,day du,Tay - Bac,Dong - Nam,3,3,35
3,3,146.2,21.02358246,105.8052292,1.93,Dong Da,hdmb,cao cap,Tay - Bac,Dong - Nam,3,14,85
3,2,105,20.99599457,105.8612671,7.35,Hai Ba Trung,so do,day du,Dong - Nam,Tay - Bac,0,7,66.66666667
4,4,170,21.02358246,105.8052292,1.93,Dong Da,hdmb,cao cap,Tay - Bac,Dong - Nam,3,14,85
3,2,101,20.97309303,105.8383713,7.75,Hoang Mai,so do,day du,Dong,Tay,1,6,35.14851485
3,2,106,20.99599457,105.8612671,7.35,Hai Ba Trung,so do,day du,Dong - Bac,Tay - Nam,0,7,67.9245283
2,2,70,21.0024147,105.9641113,16.45,Gia Lam,so do,cao cap,Dong - Bac,Tay - Nam,0,0,30.71428571
4,3,150,21.00522614,105.8050613,3.77,Thanh Xuan,so do,co ban,Dong - Bac,Tay - Nam,4,20,62.15333333
2,2,74,20.978577,105.787346,6.66,Ha Dong,so do,day du,Dong,Dong,3,5,36
3,2,128,20.99668503,105.873848,8.32,Hai Ba Trung,so do,cao cap,Bac,Nam,0,4,34.375
2,2,71,20.95658875,105.8448868,9.52,Hoang Mai,so do,co ban,Tay - Nam,Dong - Bac,2,5,39.15492958
2,2,75,20.97309303,105.8383713,7.75,Hoang Mai,so do,day du,Tay - Bac,Dong - Nam,1,6,35.33333333
3,2,80,21.0024147,105.9641113,16.45,Gia Lam,so do,co ban,Dong - Nam,Dong - Bac,0,0,29.375
1,1,47,21.0024147,105.9641113,16.45,Gia Lam,so do,day du,Dong - Nam,Dong - Nam,0,0,27.44680851
3,2,116,20.95990753,105.7681961,9.07,Ha Dong,so do,day du,Nam,Bac,2,1,25
2,2,63,21.0024147,105.9641113,16.45,Gia Lam,so do,day du,Tay - Bac,Dong - Nam,0,0,34.92063492
2,1,60,21.0071949,105.8211188,3.93,Dong Da,so do,day du,Tay - Nam,Dong - Bac,4,18,31.5
3,3,136,20.97366714,105.7587128,8.31,Ha Dong,so do,day du,Tay - Bac,Dong - Nam,1,2,24.63235294
2,1,59,21.0104478,105.8184384,3.53,Dong Da,so do,day du,Tay - Nam,Dong - Bac,3,22,31.86440678
2,2,81,20.9952507,105.7844086,5.18,Nam Tu Liem,so do,day du,Tay - Bac,Dong - Nam,1,3,29.62962963
2,2,77,21.08234978,105.8717575,7.78,Dong Anh,so do,co ban,Tay - Bac,Dong - Nam,0,1,22.07792208
1,1,50,21.0024147,105.9641113,16.45,Gia Lam,chua so,day du,Tay - Nam,Tay - Nam,0,0,35
3,2,83,21.08234978,105.8717575,7.78,Dong Anh,so do,day du,Tay - Bac,Dong - Nam,0,1,25.30120482
2,2,78,21.04423332,105.7673187,3.74,Bac Tu Liem,so do,day du,Dong - Nam,Tay - Bac,0,6,30.12820513
3,2,80,21.0307312,105.7613297,4.51,Nam Tu Liem,so do,day du,Dong - Nam,Tay - Bac,1,4,37.5
3,2,80,21.0307312,105.7613297,4.51,Nam Tu Liem,so do,day du,Dong - Nam,Tay - Bac,1,4,37.5
2,2,84,20.97366714,105.7587128,8.31,Ha Dong,so do,day du,Tay - Bac,Dong - Nam,1,2,30.35714286
2,1,52,21.0193276,105.8355011,3.88,Dong Da,so do,day du,Tay - Nam,Bac,1,5,19.03846154
2,2,78,21.04423332,105.7673187,3.74,Bac Tu Liem,so do,day du,Dong - Nam,Dong - Nam,0,6,26.28205128
2,2,73,20.95850182,105.8263474,8.72,Hoang Mai,so do,cao cap,Tay - Nam,Dong - Bac,1,4,30.1369863
3,2,100,21.04423332,105.7673187,3.74,Bac Tu Liem,so do,day du,Tay - Bac,Dong - Nam,0,6,34
3,2,100,20.98434067,105.7768097,6.49,Nam Tu Liem,so do,day du,Tay - Bac,Dong - Nam,3,3,35
3,3,146.2,21.02358246,105.8052292,1.93,Dong Da,hdmb,cao cap,Tay - Bac,Dong - Nam,3,14,85
3,2,105,20.99599457,105.8612671,7.35,Hai Ba Trung,so do,day du,Dong - Nam,Tay - Bac,0,7,66.66666667
4,4,170,21.02358246,105.8052292,1.93,Dong Da,hdmb,cao cap,Tay - Bac,Dong - Nam,3,14,85
3,2,101,20.97309303,105.8383713,7.75,Hoang Mai,so do,day du,Dong,Tay,1,6,35.14851485
3,2,106,20.99599457,105.8612671,7.35,Hai Ba Trung,so do,day du,Dong - Bac,Tay - Nam,0,7,67.9245283
2,2,70,21.0024147,105.9641113,16.45,Gia Lam,so do,cao cap,Dong - Bac,Tay - Nam,0,0,30.71428571
4,3,150,21.00522614,105.8050613,3.77,Thanh Xuan,so do,co ban,Dong - Bac,Tay - Nam,4,20,62.15333333
2,2,74,20.978577,105.787346,6.66,Ha Dong,so do,day du,Dong,Dong,3,5,36
3,2,128,20.99668503,105.873848,8.32,Hai Ba Trung,so do,cao cap,Bac,Nam,0,4,34.375
2,2,71,20.95658875,105.8448868,9.52,Hoang Mai,so do,co ban,Tay - Nam,Dong - Bac,2,5,39.15492958
2,2,75,20.97309303,105.8383713,7.75,Hoang Mai,so do,day du,Tay - Bac,Dong - Nam,1,6,35.33333333
3,2,80,21.0024147,105.9641113,16.45,Gia Lam,so do,co ban,Dong - Nam,Dong - Bac,0,0,29.375
1,1,47,21.0024147,105.9641113,16.45,Gia Lam,so do,day du,Dong - Nam,Dong - Nam,0,0,27.44680851
3,2,116,20.95990753,105.7681961,9.07,Ha Dong,so do,day du,Nam,Bac,2,1,25
2,2,63,21.0024147,105.9641113,16.45,Gia Lam,so do,day du,Tay - Bac,Dong - Nam,0,0,34.92063492
3,2,78,21.05760002,105.8845978,8.12,Long Bien,so do,day du,Tay - Bac,Dong - Nam,2,8,33.07692308
2,2,74,20.98304367,105.7573395,7.64,Ha Dong,hdmb,day du,Dong - Nam,Dong - Nam,0,1,41.89189189
2,2,70,21.03040504,105.7770309,3.04,Nam Tu Liem,so do,co ban,Nam,Bac,0,5,38.57142857
2,1,36,21.0163204,105.8411739,4.51,Dong Da,so do,day du,Dong,Dong - Bac,3,6,16.66666667
2,2,77.8,21.03656769,105.7604828,4.47,Nam Tu Liem,so do,day du,Tay - Bac,Dong - Nam,1,6,32.13367609
2,2,75,20.97321701,105.7788544,7.43,Ha Dong,so do,day du,Tay - Nam,Dong - Nam,4,5,32
2,1,48,21.0395998,105.8279835,2.35,Ba Dinh,so do,day du,Tay,Dong - Nam,4,8,12.5
2,2,78,20.97843933,105.772644,7.2,Ha Dong,so do,day du,Tay - Bac,Dong - Nam,2,4,35.8974359
2,2,69,21.05760002,105.8845978,8.12,Long Bien,so do,day du,Tay - Bac,Dong - Nam,2,8,32.60869565
1,1,35,21.0260381,105.8398772,3.9,Dong Da,so do,day du,Tay,Dong - Nam,4,8,17.14285714
2,2,69.4,20.98434067,105.7768097,6.49,Nam Tu Liem,so do,day du,Tay - Nam,Dong - Bac,3,3,42.93948127
1,1,30,21.0024147,105.9641113,16.45,Gia Lam,so do,co ban,Dong - Nam,Dong - Nam,0,0,35
2,2,66.8,21.0599324,105.7833589,2.73,Bac Tu Liem,so do,cao cap,Dong - Bac,Tay - Nam,1,2,41.91616766
2,2,70,20.97321701,105.7788544,7.43,Ha Dong,so do,day du,Tay - Bac,Dong - Nam,4,5,34.28571429
3,2,90,20.97434616,105.7541656,8.52,Ha Dong,so do,day du,Tay - Bac,Dong - Nam,0,2,33.33333333
2,1,46,21.06340631,105.8065756,2.06,Tay Ho,so do,day du,Tay,Bac,1,4,13.04347826
2,2,73,20.95850182,105.8263474,8.72,Hoang Mai,so do,cao cap,Tay - Nam,Dong - Bac,1,4,30.1369863
1,1,33,20.9877606,105.8006384,5.53,Thanh Xuan,so do,day du,Dong,Dong - Nam,3,9,18.18181818
2,1,50,21.0260381,105.8398772,3.9,Dong Da,so do,day du,Tay - Bac,Nam,4,8,24.6
3,2,103,21.03445816,105.7696533,3.61,Nam Tu Liem,hdmb,cao cap,Tay - Nam,Dong - Bac,0,5,55.33980583
3,2,181,21.03004456,105.7766266,3.09,Nam Tu Liem,so do,cao cap,Dong - Nam,Tay - Bac,0,5,34.80662983
4,2,120,20.99727631,105.8029861,4.57,Thanh Xuan,so do,day du,Tay - Nam,Dong - Bac,5,14,37.5
2,1,48,21.04087,105.779158,2.56,Cau Giay,so do,day du,Dong - Bac,Dong - Nam,1,5,21.875
2,2,91.6,21.05060768,105.7909698,1.57,Bac Tu Liem,chua so,day du,Tay - Bac,Dong - Bac,1,3,21.61572052
2,2,91.6,21.05060768,105.7909698,1.57,Bac Tu Liem,chua so,day du,Dong - Bac,Tay - Nam,1,3,21.61572052
2,1,60,20.97332001,105.7782822,7.45,Ha Dong,so do,day du,Dong - Bac,Tay - Nam,4,5,41.66666667
2,2,91,20.97366714,105.7587128,8.31,Ha Dong,so do,day du,Dong - Bac,Tay - Nam,1,2,29.67032967
2,1,56,21.03506279,105.7496643,5.56,Nam Tu Liem,so do,day du,Tay - Bac,Dong - Nam,1,3,33.92857143
3,2,86.2,21.0555439,105.80513,1.26,Tay Ho,hdmb,day du,Nam,Bac,2,2,60.32482599
3,3,239.4,21.06970978,105.8112106,2.76,Tay Ho,so do,nguyen_ban,Tay - Bac,Dong - Nam,0,2,133.6675021
2,2,67,20.98424339,105.8084488,5.88,Thanh Tri,so do,day du,Tay - Bac,Dong - Nam,3,5,37.31343284
2,2,69,21.01901627,105.7932053,2.65,Cau Giay,so do,day du,Dong - Nam,Tay - Bac,2,9,42.75362319
2,2,72,21.03108406,105.7745667,3.24,Nam Tu Liem,so do,cao cap,Tay - Bac,Dong - Nam,0,5,45.13888889
3,2,82,21.00657463,105.7450485,6.99,Nam Tu Liem,so do,co ban,Tay - Nam,Dong - Bac,0,0,39.02439024
3,2,103.7,21.02216148,105.7717972,3.89,Nam Tu Liem,so do,day du,Dong - Nam,Tay - Bac,0,3,35.67984571
2,2,83,21.05967522,105.8040771,1.68,Tay Ho,so do,day du,Nam,Bac,2,4,40.96385542
3,2,109,21.05967522,105.8040771,1.68,Tay Ho,so do,nguyen_ban,Nam,Bac,2,4,60.55045872
3,2,116,20.97447205,105.7608795,8.13,Ha Dong,so do,co ban,Tay - Nam,Dong - Bac,1,2,23.70689655
2,2,70,21.01609802,105.7924881,2.95,Cau Giay,so do,day du,Tay - Bac,Dong - Nam,2,11,42.85714286
2,1,61.2,21.00522614,105.8050613,3.77,Thanh Xuan,so do,cao cap,Tay - Nam,Tay - Bac,4,20,69.52614379
4,3,141.6,21.02216148,105.7717972,3.89,Nam Tu Liem,so do,day du,Tay - Nam,Dong - Bac,0,3,42.37288136
3,2,139,20.96368217,105.7737045,8.51,Ha Dong,so do,day du,Dong - Bac,Dong - Nam,3,4,39.56834532
2,1,50,20.97145653,105.8281708,7.52,Hoang Mai,so do,day du,Tay - Bac,Dong - Nam,0,5,30
1,1,50,21.0024147,105.9641113,16.45,Gia Lam,chua so,day du,Tay - Nam,Tay - Nam,0,0,35
2,2,73,20.95850182,105.8263474,8.72,Hoang Mai,so do,co ban,Tay - Bac,Dong - Bac,1,4,30.1369863
2,2,81,20.9952507,105.7844086,5.18,Nam Tu Liem,so do,day du,Tay - Bac,Dong - Nam,1,3,29.62962963
4,3,127,20.94645882,105.8557816,10.92,Thanh Tri,so do,day du,Dong - Nam,Dong - Nam,3,5,24.01574803
2,1,62,21.03512001,105.7674332,3.81,Nam Tu Liem,so do,day du,Tay - Bac,Dong - Nam,0,5,45.96774194
2,1,62,21.03512001,105.7674332,3.81,Nam Tu Liem,so do,day du,Tay - Bac,Dong - Nam,0,5,45.96774194
3,2,76,21.12501717,105.8368835,8.82,Dong Anh,so do,day du,Dong - Bac,Tay - Bac,0,2,26.97368421
3,2,76.7,21.06687164,105.9036255,10.18,Long Bien,so do,day du,Tay - Bac,Dong - Bac,2,6,26.72750978
2,2,77,21.06269073,105.9083328,10.55,Long Bien,so do,cao cap,Tay - Bac,Dong - Nam,2,6,25.58441558
2,2,82,21.06269073,105.9083328,10.55,Long Bien,so do,day du,Dong - Bac,Tay - Nam,2,6,21.93902439
2,1,75,21.06269073,105.9083328,10.55,Long Bien,so do,day du,Tay - Bac,Dong - Nam,2,6,22.4
2,1,75,21.06269073,105.9083328,10.55,Long Bien,so do,day du,Dong - Nam,Tay - Bac,2,6,22.53333333
2,2,62,21.06269073,105.9083328,10.55,Long Bien,so do,day du,Dong - Nam,Tay - Bac,2,6,22.56451613
3,2,100,21.06269073,105.9083328,10.55,Long Bien,so do,cao cap,Tay - Nam,Dong - Bac,2,6,23.5
2,2,73,20.95850182,105.8263474,8.72,Hoang Mai,so do,cao cap,Tay - Nam,Dong - Bac,1,4,30.1369863
2,2,86,21.01193619,105.7749939,4.29,Nam Tu Liem,so do,day du,Tay,Dong,0,1,36.74418605
2,1,60,21.03506279,105.7496643,5.56,Nam Tu Liem,so do,day du,Tay - Nam,Dong - Bac,1,3,36.66666667
3,2,141.5,21.04423332,105.7673187,3.74,Bac Tu Liem,so do,day du,Dong - Nam,Dong - Bac,0,6,42.40282686
3,2,141.5,21.04423332,105.7673187,3.74,Bac Tu Liem,so do,day du,Dong - Nam,Dong - Bac,0,6,42.40282686
3,2,90,21.04956627,105.778595,2.69,Bac Tu Liem,so do,day du,Bac,Nam,1,3,46.11111111
3,2,100,20.99599457,105.8612671,7.35,Hai Ba Trung,so do,day du,Dong - Bac,Tay - Nam,0,7,72
2,2,109,21.00266647,105.8154297,4.17,Thanh Xuan,so do,cao cap,Tay - Bac,Dong - Nam,4,17,43.11926606
2,2,70,21.05900574,105.783226,2.68,Bac Tu Liem,so do,day du,Dong - Nam,Tay - Bac,1,1,29.28571429
3,2,80,21.0024147,105.9641113,16.45,Gia Lam,so do,co ban,Dong - Nam,Dong - Bac,0,0,29.375
2,2,70,21.0024147,105.9641113,16.45,Gia Lam,so do,cao cap,Dong - Bac,Tay - Nam,0,0,30.71428571
3,2,90,21.04956627,105.778595,2.69,Bac Tu Liem,so do,day du,Tay - Bac,Dong - Nam,1,3,44.44444444
1,1,45.1,21.02358246,105.8052292,1.93,Dong Da,hdmb,day du,Tay - Nam,Dong - Bac,3,14,64.30155211
2,2,68,20.99479103,105.8678436,7.94,Hai Ba Trung,so do,day du,Nam,Bac,0,5,52.94117647
2,2,54,21.03512001,105.7674332,3.81,Nam Tu Liem,so do,co ban,Tay - Nam,Dong - Nam,0,5,40.74074074
2,2,63,21.0024147,105.9641113,16.45,Gia Lam,so do,day du,Tay - Bac,Dong - Nam,0,0,34.92063492
3,2,94.6,21.0124321,105.767395,4.82,Nam Tu Liem,so do,day du,Tay - Nam,Dong - Bac,0,1,47.56871036
2,2,79,21.03656769,105.7604828,4.47,Nam Tu Liem,so do,day du,Dong - Nam,Tay - Bac,1,6,37.97468354
2,2,81.7,21.02216148,105.7717972,3.89,Nam Tu Liem,so do,day du,Dong - Nam,Tay - Bac,0,3,42.83965728
3,2,119,21.00522614,105.8050613,3.77,Thanh Xuan,so do,cao cap,Dong - Bac,Tay - Nam,4,20,62.18487395
2,2,69,21.01901627,105.7932053,2.65,Cau Giay,so do,day du,Dong - Nam,Tay - Bac,2,9,42.75362319
3,2,101,20.97309303,105.8383713,7.75,Hoang Mai,so do,day du,Bac,Tay,1,6,35.14851485
3,2,106.2,21.00522614,105.8050613,3.77,Thanh Xuan,so do,cao cap,Tay - Bac,Dong - Nam,4,20,64.03013183
3,2,117,20.97366714,105.7587128,8.31,Ha Dong,so do,day du,Dong - Bac,Tay - Nam,1,2,26.4957265
2,2,77,21.08234978,105.8717575,7.78,Dong Anh,so do,co ban,Tay - Bac,Dong - Nam,0,1,22.07792208
3,2,115,21.08229256,105.7918243,4.14,Bac Tu Liem,so do,day du,Tay,Dong,1,5,45.2173913
1,1,30,21.0024147,105.9641113,16.45,Gia Lam,so do,co ban,Dong - Nam,Dong - Nam,0,0,35
3,2,136,20.9919548,105.7851028,5.46,Nam Tu Liem,so do,day du,Tay - Bac,Tay - Nam,1,2,41.6
2,1,102,21.00836563,105.8029099,3.46,Cau Giay,so do,day du,Tay - Nam,Dong - Bac,3,17,35
4,3,181,21.03004456,105.7766266,3.09,Nam Tu Liem,so do,cao cap,Tay - Bac,Dong - Nam,0,5,30.93922652
2,2,62.99,21.00893211,105.7440033,6.96,Nam Tu Liem,chua so,cao cap,Tay - Nam,Dong - Bac,0,0,67.51865375
2,2,69,21.0024147,105.9641113,16.45,Gia Lam,so do,day du,Dong - Nam,Tay - Bac,0,0,33.33333333
3,2,105.5,20.9919548,105.7851028,5.46,Nam Tu Liem,so do,day du,Tay - Bac,Tay - Nam,1,2,42.456
2,2,80,21.02357674,105.7885666,2.52,Cau Giay,so do,day du,Nam,Bac,0,5,35
2,2,99,21.00631142,105.8074799,3.67,Thanh Xuan,so do,day du,Tay - Bac,Dong - Nam,4,22,35.35353535
2,2,99,21.00481796,105.8046722,3.81,Thanh Xuan,so do,day du,Tay - Bac,Dong - Nam,4,19,35.35353535
3,2,98,21.02681732,105.7876663,2.34,Cau Giay,so do,cao cap,Dong - Bac,Tay - Nam,0,4,59.18367347
3,3,100,21.02681732,105.7876663,2.34,Cau Giay,so do,cao cap,Dong - Bac,Tay - Nam,0,4,59
3,3,100,21.02681732,105.7876663,2.34,Cau Giay,so do,cao cap,Dong - Bac,Tay - Nam,0,4,58.5
